index,sentence,year,label,orig_index,label_name,word_count,char_count,llm_label_str,llm_label
676,Participants expected that fiscal policy would continue to be a drag on economic growth over coming quarters.,2008,0,641,Dovish,17,109,DOVISH,0
664,Proponents of this strategy sometimes describe this approach as reducing inflation cycle-to-cycle or describe the economy as being one recession from price stability.,2000,1,643,Hawkish,23,166,HAWKISH,1
1057,Those indicators were mixed regarding the pace of economic activity within the manufacturing sector.,2000,2,997,Neutral,14,100,NEUTRAL,2
197,Expansion of these two monetary aggregates was supported by further rapid expansion in the demand for currency and stronger inflows to retail money market funds at a time of weakness in U. S. bond and equity markets.,2004,1,188,Hawkish,37,216,NEUTRAL,2
796,"Some participants stated that low interest rates appeared to be contributing to strong sales of autos or, more generally, of consumer durables.",2009,2,753,Neutral,22,143,NEUTRAL,2
57,"Although we are hearing some reports of large retailers planning markdowns due to excess inventories, we do not have hard data at an aggregate level suggesting that businesses are reducing margins in response to more price sensitivity among customers.",1997,2,56,Neutral,39,251,NEUTRAL,2
492,"Independence and the Federal Reserve System The Federal Reserve, created in 1913, was established as an independent central bank--although, at the time, it was given no clear concept of its role in the conduct of monetary policy.",2021,2,476,Neutral,37,229,NEUTRAL,2
275,We also do see the different measures of slack in the labor market point to different assessments of just what maximum employment is.,2021,2,269,Neutral,23,133,NEUTRAL,2
586,"My fellow governors and I routinely receive from our staff a translation of the term structure of Treasury yields into implied forward rates, volatility inferred from options prices, and paths for expected monetary policy action consistent with futures prices.",2021,2,568,Neutral,39,260,NEUTRAL,2
1042,They noted that the economy had entered the new year with considerable momentum and very few indications that growth was moderating from what appeared to be an unsustainable rate.,1996,1,982,Hawkish,29,179,HAWKISH,1
457,"It was observed that, after the early 1980s, the pass-through of energy prices into core inflation had been quite limited, suggesting that, in current circumstances, core inflation could stay relatively low and overall inflation would probably drop back if inflation expectations remained contained.",2021,2,436,Neutral,43,299,DOVISH,0
712,Such departures of expectations from perfect rationality can be an important source of observed inflation dynamics.,2004,2,691,Neutral,16,115,NEUTRAL,2
23,"A number of global factors were seen as contributing to downward pressure on term premiums, including central bank asset purchase programs and the strong worldwide demand for safe assets.",2014,1,23,Hawkish,29,187,DOVISH,0
940,"Today, the Federal Reserve's duties fall into four general areas--some that would have been familiar to the central bankers in the Fed's early years and some that would have been unfamiliar: maintaining the stability of the financial system and containing systemic risk that may arise in financial markets supervising and regulating banking organizations to ensure the safety and soundness of the nation's banking and financial system and to protect consumers from harm in their use of credit and banking services playing a major role in operating and overseeing the nation's payment system, including providing certain financial services to financial institutions, the U.S. government, and foreign official institutions conducting monetary policy in pursuit of stable prices and maximum sustainable employment We have an all-too-recent example of the Fed as a source of financial stability in its response to the financial aftermath of the terrorist attacks of September 11, 2001, which occurred just before I joined the Board in December 2001.",2019,2,911,Neutral,159,1045,NEUTRAL,2
149,"Consumer credit continued to increase at a steady pace, with similar growth rates across credit card, automobile, and student loans.",2006,1,146,Hawkish,20,132,NEUTRAL,2
761,"The changes to the policy statement that we made over the fall bring our policy guidance in line with the new framework outlined in the revised Statement on Longer-Run Goals and Monetary Policy Strategy that the Committee approved last August.4 In our new framework, we acknowledge that policy decisions going forward will be based on the FOMC's estimates of ""shortfalls [emphasis added] of employment from its maximum level""â€”not ""deviations.""",2005,2,739,Neutral,69,445,DOVISH,0
478,"Indeed, given the externalities involved, it seems plausible that a monopoly central bank that issued fiat money would not respond optimally to crises (it would charge too much for liquidity) or to cyclical variations (it would be maximizing the present discounted value of its seigniorage income rather than minimizing some weighted sum of discounted inflation and output losses).",2006,2,462,Neutral,58,381,NEUTRAL,2
118,"At this point, for me, it comes down to what the incoming data and other economic information will tell us about the outlook for inflation.",2022,2,117,Neutral,25,139,NEUTRAL,2
577,"Moreover, the recent relatively low monthly readings on core inflation and modest wage pressures, at least by some measures, suggested that some slack remained in resource utilization.",2002,0,547,Dovish,27,184,DOVISH,0
887,The deceleration seemed to reflect primarily an unwinding of heightened demand for the relative safety and liquidity of money market mutual funds that had boosted M2 in prior months.,2018,0,838,Dovish,29,182,NEUTRAL,2
448,"In the United States, Congress has set the objectives for monetary policy in the Federal Reserve Act, as amended in 1977.",2022,2,435,Neutral,21,121,NEUTRAL,2
727,"That said, our model accords the greatest roles to increased productivity growth, which has made the United States a magnet for foreign saving, and to the slump in foreign domestic demand, which has led to an excess of saving in those economies.",2007,0,705,Dovish,42,245,NEUTRAL,2
571,"Moreover, investing in EMEs has become more attractive as many EMEs have improved their macroeconomic policies and institutional frameworks over recent decades; growth differentials may partly be reflecting these improvements.",2006,2,553,Neutral,30,226,NEUTRAL,2
997,"The staff's near-term forecast for inflation was revised up a little, as recent data showed somewhat faster-than-anticipated increases that were judged to be only partly transitory.",2005,1,940,Hawkish,26,181,HAWKISH,1
332,"Historically, recessions often occurred when the Fed tightened to control inflation.",2007,2,323,Neutral,11,84,NEUTRAL,2
17,"And if the stock theory of the portfolio is correct, which we believe it is, holding all of those securities off of the market and reinvesting and still keeping the, you know, rolling-over maturing securities, will still continue to put downward pressure on interest rates.",2013,0,17,Dovish,45,273,DOVISH,0
804,"The more inflation rose, the more people came to expect it to remain high, and they built that belief into wage and pricing decisions.",2005,1,781,Hawkish,24,134,HAWKISH,1
413,"those risks appeared to be quite limited for the nearer term, excessive monetary stimulus had to be avoided to avert rising inflation expectations and added inflation pressures over time.",2010,1,397,Hawkish,29,187,HAWKISH,1
315,"You know, it says that we will seek to—seek inflation that runs moderately above 2 percent for some time.",2019,0,308,Dovish,19,105,DOVISH,0
855,"Therefore, even in the case of personal computers, where we have made such great strides in measuring quality changes, I suspect that important phenomena still may not be adequately captured by our published price indexes.",2008,2,829,Neutral,35,222,NEUTRAL,2
302,"Well, you know, if the economy were disappointing, we—you know, our actions wouldn’t purely be based on inflation, we would also take employment into account.",2022,0,295,Dovish,25,158,DOVISH,0
359,"I presented these estimates in my testimony to emphasize the continuing importance the profession attaches to NAIRU, the central tendency of current NAIRU estimates, and the absence of significant upward adjustments to estimates of trend growth.",2022,0,350,Dovish,36,245,NEUTRAL,2
371,"If independence is also defined in terms of assuring the ability and commitment of the central bank to achieve price stability, this commitment can be protected by an explicit price stability mandate from the government.",2001,1,361,Hawkish,35,220,NEUTRAL,2
582,Most analysts would contend that U.S. interest rates were lowered by the world's accumulation of dollars.,2013,0,564,Dovish,16,105,NEUTRAL,2
981,"The staff forecast for total PCE price inflation in 2018 was revised up slightly, mainly because of a faster-than-expected increase in consumer energy prices in the second half.",2019,1,925,Hawkish,28,177,HAWKISH,1
747,Risks to the inflation projection also were seen as balanced.,2010,2,707,Neutral,10,61,NEUTRAL,2
98,"As is evident in the right-hand chart, the relationship between the growth differential and capital inflows to EMEs seems to be quite strong.",2022,2,97,Neutral,23,141,NEUTRAL,2
478,"Looking ahead, an abatement or reversal of some of the temporary factors reducing prices was likely to raise measured inflation.",2019,1,457,Hawkish,20,128,HAWKISH,1
5,"A couple of participants referred to information from business contacts suggesting that inflation was unlikely to decline further, and a few expressed concerns that maintaining a highly accommodative stance of monetary policy for an extended period could erode the stability of inflation expectations over time and hence posed upside risks to the inflation outlook.",2019,1,5,Hawkish,54,365,HAWKISH,1
297,"In Japan, private consumption rebounded strongly, and private investment and net exports continued to boost growth.",2006,2,283,Neutral,16,115,NEUTRAL,2
929,"The members concluded that retaining a risk statement weighted toward more inflation pressures would best represent their current thinking, but they believed it was desirable to provide some recognition of the emergence of increased downside risks to the economic expansion in the statement to be released after this meeting.",2006,1,878,Hawkish,49,325,HAWKISH,1
364,"In the absence of such shocks, and assuming appropriate monetary policy, participants' economic projections generally showed growth picking up to a moderate pace and the unemployment rate declining somewhat next year.",2022,1,349,Hawkish,31,217,NEUTRAL,2
659,Productivity and the equilibrium real interest rate.,2001,2,638,Neutral,7,52,NEUTRAL,2
311,"In conjunction with the FOMC meeting in April, all meeting participants (Federal Reserve Board members and Reserve Bank presidents) provided annual projections for economic growth, the unemployment rate, and inflation for the period 2008 through 2010.",2011,2,296,Neutral,36,251,NEUTRAL,2
326,"In determining the timing and size of future adjustments to the target range for the federal funds rate, the Committee will assess realized and expected economic conditions relative to its maximum employment objective and its symmetric 2 percent inflation objective.",2001,2,311,Neutral,40,266,NEUTRAL,2
725,"That is, monetary policy responds to changes in fiscal policy in much the same way that it responds to other influences on the economy, such as equity prices, exchange rates, or the demand for U.S. exports due to changed growth prospects abroad.",2007,2,703,Neutral,42,245,NEUTRAL,2
196,"Conclusion To sum up, none of us, obviously, can see the future, and instead we shall have to monitor incoming data closely for evidence of any shifts in recent productivity trends.",2007,2,194,Neutral,31,181,NEUTRAL,2
318,"In contrast, Spanish economic activity stagnated in the third quarter, Greek GDP extended its decline, and more-recent indicators point to continued weakness in peripheral European economies.",2018,2,303,Neutral,26,191,NEUTRAL,2
770,"The distortions in the markets I have reviewed do not appear all that large, given the stance of monetary policy, and should we experience much higher interest rates and softer asset prices our resilient markets and flexible economy probably could absorb such a shock.",2004,1,748,Hawkish,44,268,HAWKISH,1
67,"As the factors restraining economic growth are projected to fade further over time, the median rate rises to 3 percent by the end of 2018, close to its longer-run normal level.",2017,1,66,Hawkish,31,176,HAWKISH,1
445,"Inflation had been subdued,",2016,0,425,Dovish,4,27,DOVISH,0
993,"The staff's June projections for the unemployment rate, real GDP growth, and inflation over the next few years were all a little lower, on balance, than those in its March forecast.",2021,2,936,Neutral,31,181,NEUTRAL,2
356,"In the Committee's discussion of current and prospective economic conditions, members focused on the disparate forces that continued to shape trends in economic activity, notably the persist- ence of considerable strength in private domestic spending and the damping influences stemming from foreign economic developments.",1997,2,341,Neutral,44,322,NEUTRAL,2
26,A second question is whether moving in this direction would matter much for the conduct of monetary policy in the United States.,2005,2,25,Neutral,22,128,NEUTRAL,2
20,"And inflation is moving—moving up, I think, toward our 2 percent objective.",2020,0,20,Dovish,12,75,HAWKISH,1
617,"On March 16, we launched a program to purchase Treasury securities and agency mortgage-backed securities in whatever amounts needed to support smooth market functioning, thereby fostering effective transmission of monetary policy to broader financial conditions.",2002,2,597,Neutral,35,262,DOVISH,0
551,"Members who preferred to retain an asymmetrical directive agreed that, although there was little likelihood of a further policy change during the intermeeting period, such a directive was the best way to convey their concerns about the risks of rising inflation and the potential need for policy tightening over time.",1997,1,522,Hawkish,50,317,HAWKISH,1
14,"And as I mentioned earlier, the unemployment decline last month was more than 100 percent accounted for by declines in participation.",2019,0,14,Dovish,21,133,DOVISH,0
170,largely as a consequence of further increases in nominal labor compensation gains that would not be fully offset by growth in productivity.,2000,0,164,Dovish,22,139,HAWKISH,1
547,"May 26, 2021 The Economic Outlook and Monetary Policy Vice Chair for Supervision Randal K. Quarles At the Hutchins Center on Fiscal and Monetary Policy, The Brookings Institution, Washington, D.C. (via webcast) Share Watch Live Thank you, David, and thank you to Brookings and the Hutchins Center for the opportunity to lead things off and be part of this very distinguished panel.",2017,2,529,Neutral,62,381,NEUTRAL,2
229,"Ensuring that every American has the chance to improve his or her economic circumstances through hard work, saving, entrepreneurship, and other productive activities is essential for building healthy communities and achieving sustainable economic growth.",1997,2,225,Neutral,34,254,NEUTRAL,2
20,A key factor in this assessment continued to be their outlook for rapid further gains in structural productivity that would help to hold down increases in unit labor costs.,2014,2,20,Neutral,29,172,NEUTRAL,2
209,So the term “trend inflation”—usually there are a variety of statistical techniques that can be used to extract a trend from a series.,2013,2,204,Neutral,23,134,NEUTRAL,2
435,"In particular, we are closely monitoring the emergence of the coronavirus, which is likely to have a noticeable impact on Chinese growth, at least in the first quarter of this year.",2021,0,422,Dovish,31,181,DOVISH,0
535,"Longer-term inflation expectations have moved much less than actual inflation or near-term expectations, suggesting that households, businesses, and market participants also believe that current high inflation readings are likely to prove transitory and that, in any case, the Fed will keep inflation close to our 2 percent objective over time.12 5.",2005,1,517,Hawkish,51,349,DOVISH,0
374,"In the household sector, the ongoing deceleration in house prices further restrained the growth of home mortgage debt.",2010,0,359,Dovish,18,118,NEUTRAL,2
929,"To reduce that uncertainty, we often use the unemployment gap rather than the output gap in these rules.19 We also need to pick values for the coefficients a and b, whether they are the values John Taylor posited in his seminal 1993 article or other values from the vast literature that has come since.20 There are still other choices to make.",2003,2,901,Neutral,61,343,NEUTRAL,2
438,"In recent years, aggressive cost-cutting in the United States has been linked to greater emphasis on maximization of shareholder value and less on growth and diversification, which was more prominent in the 1970s and 1980s.",2005,2,425,Neutral,35,223,NEUTRAL,2
977,"The staff continued to view the uncertainty around its projections for real GDP growth, the unemployment rate, and inflation as generally similar to the average of the past 20 years.",1998,2,922,Neutral,30,182,NEUTRAL,2
477,"Venezuela provides one counterexample, with a long-term inflation forecast now of 15 percent.",2006,2,461,Neutral,13,93,NEUTRAL,2
314,"Given recent developments, the medium-term outlook for inflation will receive particular scrutiny.",1998,2,306,Neutral,12,98,HAWKISH,1
782,Some measures of inflation expectations were down notably over the intermeeting period.,2018,0,739,Dovish,12,87,DOVISH,0
369,"In the course of the Committee's discussion of the outlook for inflation, members commented that there was no persuasive evidence in recent statistical measures that price inflation was currently picking up or that inflation expectations were rising, though the declines in both inflation and expectations experienced over the course of recent years no longer seemed to be occurring.",1996,2,354,Neutral,58,383,NEUTRAL,2
505,"It also requires that policy tighten or ease systematically to bring aggregate demand in line with the economy's productive potential, not only because output stabilization is a policy objective in its own right",2020,1,488,Hawkish,33,211,NEUTRAL,2
204,"Conversely, perhaps the transitory factors boosting productivity will recede more sharply than most observers anticipate, and the output gap will close more rapidly.",2020,2,202,Neutral,23,165,NEUTRAL,2
365,"In the circumstances, most members endorsed a proposal to delete as no longer necessary the previous summary statement relating to the risks to growth and inflation taken together.",1996,2,350,Neutral,28,180,NEUTRAL,2
112,I did indicate that I do have concerns about the scope for monetary policy.,2013,2,107,Neutral,14,75,DOVISH,0
687,Setting the horizon on the interest rate caps to reinforce forward guidance on the policy rate would augment the credibility of the yield curve caps and thereby diminish concerns about an open-ended balance sheet commitment.,2006,2,666,Neutral,35,224,NEUTRAL,2
1103,"With energy price increases expected to slow next year, total PCE inflation was seen as likely to fall back in line with core inflation by the end of 2011, as in previous projections.",2020,2,1043,Neutral,33,183,NEUTRAL,2
1024,"These members indicated that the economic outlook remained positive and that they anticipated, under an unchanged policy stance, continued strong labor market conditions and solid growth in activity, with inflation gradually moving up to the Committee's 2 percent objective.",2002,2,966,Neutral,39,274,HAWKISH,1
1036,They also noted that even with this additional firming the risks were still weighted mainly in the direction of rising inflationary pressures.,2017,1,978,Hawkish,22,142,HAWKISH,1
746,"The Federal Reserve then sets its policy to achieve the broad objectives assigned to it, specifically, price stability and full employment.",2020,1,724,Hawkish,21,139,NEUTRAL,2
17,"A key difference between the two groups of countries is that the countries whose current accounts have moved toward deficit have generally experienced substantial housing appreciation and increases in household wealth,",1998,2,16,Neutral,31,218,NEUTRAL,2
566,"More recently, with inflation under control, overheating has shown up in the form of financial excess.",2002,1,548,Hawkish,16,102,HAWKISH,1
1046,This action was taken against the backdrop of heightened concerns and uncertainty created by the recent terrorist attacks and their potentially adverse effects on asset prices and the performance of the economy.,2015,0,986,Dovish,32,211,DOVISH,0
44,All members agreed that the statement to be released after the meeting should convey that inflation risks remained dominant and that consequently keeping policy unchanged at this meeting did not necessarily mark the end of the tightening cycle.,1997,1,44,Hawkish,38,244,HAWKISH,1
189,"China has eased some of its most stringent COVID containment measures but recently revived travel restrictions in some areas, and its approach to the pandemic remains an upside risk for inflation.",2007,1,187,Hawkish,31,196,HAWKISH,1
163,"I’m just saying, that, that is what fiscal policy can do that, really, monetary policy can’t do—is, is invest in the future productive capacity of the economy, raise potential growth.",2020,2,158,Neutral,30,183,NEUTRAL,2
120,"Back then, FOMC participants were forecasting unemployment rates around 7-3/4 percent and 7 percent for year-end 2013 and 2014, respectively, in our Summary of Economic Projections; as of the June 2013 round, these forecasts have been revised down roughly 1/2 percentage point each.",2022,2,119,Neutral,43,282,NEUTRAL,2
124,I would describe some measures of wage growth as having moved up some.,2015,2,119,Neutral,13,70,HAWKISH,1
610,"Nonetheless, participants viewed the housing situation and its potential further effect on employment, income, and wealth as one of the major sources of downside risk to the economic outlook.",2019,0,579,Dovish,29,191,DOVISH,0
817,"Strong fundamentals, including low interest rates, wide profit margins, and a high level of liquid assets, were seen as supporting expenditures on software and equipment going forward.",2002,0,772,Dovish,27,184,NEUTRAL,2
433,"In particular, the Committee noted that it would respond as necessary to maintain price stability.",2021,1,420,Hawkish,15,98,HAWKISH,1
36,"After deteriorating further early in the period, foreign equity prices bounced back and credit spreads on emerging market bonds narrowed, in both cases returning to December levels in most countries.",2015,2,36,Neutral,30,199,NEUTRAL,2
615,"Of course, the cost of this critical stabilization was the high unemployment and lost output associated with the sharp 1981-82 recession.",2002,0,595,Dovish,21,137,NEUTRAL,2
123,"Based on historical experience, it seems improbable that all of the large rise in multifactor productivity could be attributed to cyclical or transitory factors.",2007,0,122,Dovish,24,161,NEUTRAL,2
933,"The members viewed the outlook for core price inflation as still quite benign, largely reflecting the ample availability of labor and other producer resources to accommodate rising economic activity and the favorable prospects for further robust growth in productivity.",2012,2,882,Neutral,39,269,DOVISH,0
461,"In the simplest version of his model, Bill assumed that the central bank could choose to specify its monetary policy actions in terms of a particular level of a monetary aggregate or a particular value of a short-term nominal interest rate.",2021,2,447,Neutral,41,240,NEUTRAL,2
538,Members also agreed that there was only a remote possibility that the process of disinflation would cumulate to the point of a decline for an extended period in the general price level.,1998,2,509,Neutral,32,185,NEUTRAL,2
513,"It is now generally recognized that price stability is a prerequisite for the efficient allocation of resources in our economy and, indeed, for fulfilling our ultimate mandate to promote maximum sustainable employment over time.",1999,1,496,Hawkish,34,228,NEUTRAL,2
576,"Moreover, to the extent that more-rapid growth of productivity shows through to faster gains in nominal wages, there will be fewer instances in which nominal wages will be pressured to fall.",2021,2,558,Neutral,31,190,NEUTRAL,2
613,"Nonetheless, the members also noted that the rise in compensation increases had been damped and that there continued to be few indications of accelerating price inflation in the statistical and anecdotal information available at this time",2021,2,582,Neutral,36,238,NEUTRAL,2
157,year-over-year consumer inflation remained at a very low level.,2012,0,154,Dovish,9,63,DOVISH,0
679,"Participants generally agreed that the drag on U. S. economic activity from the appreciation of the dollar since the summer of 2014 and the slowdown in foreign economic growth, particularly in emerging market economies, was likely to continue to depress U. S. net exports for some time.",2008,0,644,Dovish,47,286,DOVISH,0
38,"After robust growth in the second quarter, M2 decelerated somewhat and M3 was about unchanged in July.",2015,1,38,Hawkish,17,102,NEUTRAL,2
1014,"The vote encompassed approval of the statement below to be released at 2:00 p. m. : ""Information received since the Federal Open Market Committee met in March indicates that growth in economic activity has picked up recently, after having slowed sharply during the winter in part because of adverse weather conditions.",2001,2,956,Neutral,51,318,NEUTRAL,2
976,"Were we to introduce an interest rate rule, how would we judge the meaning of a rule that posits a rate far above or below the current rate?",2003,2,947,Neutral,28,140,NEUTRAL,2
870,The U. S. international trade deficit declined somewhat in May after reaching a record high in April.,2010,2,821,Neutral,17,101,NEUTRAL,2
37,"And the maximum level of employment that’s consistent with price stability evolves over time within a—within a business cycle and over a longer period, in part reflecting [the] evolution of the factors that affect labor supply, including those related to the pandemic.",2022,2,37,Neutral,42,268,NEUTRAL,2
575,"Moreover, theory and intuition tell us that monetary credibility will be greatest when the central bank does what it is supposed to do: offset economic shocks to keep price pressures from building and thereby keep inflation itself low and stable.",2006,1,557,Hawkish,40,246,HAWKISH,1
156,"Consumer price inflation, as measured by the 12-month percentage change in the price index for personal consumption expenditures (PCE), was below 2 percent in July.",2012,0,153,Dovish,25,164,DOVISH,0
193,"So I, you know, I’m—I feel quite comfortable that we can—in particular, that we can raise interest rates at the appropriate time, even if the balance sheet remains large for an extended period.",2020,1,188,Hawkish,33,193,HAWKISH,1
246,"Finally, while my assessment of maximum employment incorporates a wide range of indicators to assess the state of the labor marketâ€”including indicators of labor compensation, productivity, and price-cost markupsâ€”the employment data I look at, such as the Kansas City Fed's Labor Market Conditions Indicators, are historically highly correlated with the unemployment rate.9 My expectation today is that the labor market by the end of 2022 will have reached my assessment of maximum employment if the unemployment rate has declined by then to the SEP median of modal projections of 3.8 percent.",2006,2,241,Neutral,91,596,NEUTRAL,2
777,"Since the previous FOMC meeting, spreads on municipal bonds narrowed substantially, on net, moving near levels observed for several years before the pandemic, as investor demand exhibited some recovery over much of the period from earlier weak levels.",2003,0,734,Dovish,38,251,NEUTRAL,2
715,Private nonfarm payroll employment increased appreciably on balance over September and October.,1996,1,679,Hawkish,12,95,NEUTRAL,2
486,"Low readings on overall and core consumer price inflation in recent months, as well as the weakened economic outlook, kept near-term inflation expectations reported in surveys well below their high levels in mid-2008.",2008,0,465,Dovish,33,217,DOVISH,0
533,Members agreed that the statement should continue to convey that inflation risks remained of greatest concern and that additional policy firming was possible.,2003,1,504,Hawkish,23,158,HAWKISH,1
611,"Nonetheless, the Committee judged that some inflation risks remained.",2021,1,580,Hawkish,9,69,HAWKISH,1
51,"And, and some of the answer to that may be price.",2015,2,50,Neutral,11,49,NEUTRAL,2
29,"A variety of indicators, along with anecdotal reports, suggested that employment was expanding at a fairly good pace and labor compensation was rising moderately.",2003,1,29,Hawkish,24,162,HAWKISH,1
1120,"With the boost from these factors fading, real GDP growth was projected to step down noticeably in 2023 and to be roughly equal to potential output growth in 2023 and 2024.",2007,0,1058,Dovish,31,172,DOVISH,0
49,"Although inflation is ultimately a monetary phenomenon, it seems natural to expect, as others have argued, that these developments would have exerted some downward pressure on inflation in the United States.",2006,0,48,Dovish,31,207,DOVISH,0
372,"If labor demand cools, will separations increase and shift the curve outward, increasing unemployment further?",2001,0,362,Dovish,15,110,NEUTRAL,2
818,Sub-par expansion over the next few quarters was expected to foster an appreciable further easing of pressures on resources and some moderation in core consumer price inflation.,2002,0,773,Dovish,27,177,DOVISH,0
286,"However, with the contraction in housing activity expected to abate this year, the pace of economic growth was anticipated to edge back up to a level that was close to the staff's estimate of potential output growth by the end of 2007 and to remain in that same range throughout 2008.",2008,2,274,Neutral,51,284,NEUTRAL,2
241,"The Federal Reserve’s enhanced guidance about its policy intentions and its substantial and still-increasing holdings of longer-term securities will ensure that monetary policy remains highly accommodative, consistent with the pursuit of its mandated objectives of maximum employment and price stability.",2020,0,236,Dovish,40,304,DOVISH,0
583,"Moving to such a system would require assigning monetary policy to the task of targeting exchange rates, and countries are free to do so if they wish.",2013,2,565,Neutral,27,150,NEUTRAL,2
484,"Looking beyond the near term, the members anticipated that as the prevailing uncertainties began to diminish, the economy's resiliency abetted by broadly accommodative monetary and fiscal polices and the continuation of a strong uptrend in productivity would underpin a gradual economic recovery.",2004,0,463,Dovish,42,296,DOVISH,0
188,"Changes in the deficit resulting from changes in economic conditions, health prices, demographics, and other technical or economic factors were allowed to show through to the deficit without sanction.",2007,2,186,Neutral,29,200,NEUTRAL,2
87,"As a consequence of these higher real interest rates, the ratio of net worth to income for the average household is already lower than it was earlier this year.",2017,1,86,Hawkish,29,160,DOVISH,0
512,Market-based measures of inflation compensation remain low,2020,0,489,Dovish,7,58,DOVISH,0
237,The American economy is very strong and well positioned to handle tighter monetary policy.,2016,1,232,Hawkish,14,90,HAWKISH,1
233,"Household spending is increasing gradually, but remains constrained by high unemployment, modest income growth, lower housing wealth, and tight credit.",2001,0,224,Dovish,20,151,DOVISH,0
689,Participants noted the considerable uncertainty surrounding estimates of the output and unemployment gaps and the extent of their effects on prices.,2011,2,654,Neutral,21,148,NEUTRAL,2
399,"In addition to u* and r*, an important input into any monetary policy assessment is the state of inflation expectations.",2021,2,387,Neutral,20,120,NEUTRAL,2
712,Pressures on resources would rise as the anticipated upturn and possible above-trend growth brought the economy closer to full capacity utilization.,1996,1,676,Hawkish,21,148,HAWKISH,1
355,"In that vein, several participants noted that inflation expectations had been sensitive to incoming data and to communications regarding monetary policy over the intermeeting period.",1997,2,340,Neutral,25,182,NEUTRAL,2
39,"Against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the Committee believes that the risks continue to be weighted mainly toward conditions that may generate economic weakness in the foreseeable future.",2015,0,39,Dovish,42,289,DOVISH,0
493,"Major reasons for optimism about the outlook were the substantial easing in monetary policy, whose lagged effects would be felt increasingly in the year ahead, and the fiscal stimulus measures that already had been enacted and might well be supplemented over coming months.",2017,0,472,Dovish,43,273,DOVISH,0
858,also by views about how fiscal policy might adjust to monetary policy.,2008,2,832,Neutral,12,70,NEUTRAL,2
49,And what we—it looks like we’re seeing a slowdown in the rate of growth.,2022,0,48,Dovish,14,72,DOVISH,0
316,"In contrast, CRE loan growth at banks was weak in July and August, likely partly driven by the recovery of CMBS markets.",2018,2,301,Neutral,22,120,NEUTRAL,2
251,"First, if, as projected, core PCE inflation this year does come in at, or certainly above, 3 percent, I will consider that much more than a ""moderate"" overshoot of our 2 percent longer-run inflation objective.",2005,1,246,Hawkish,35,209,HAWKISH,1
608,"Nonetheless, participants generally saw the unemployment rate as still elevated and were not yet confident that the recent progress toward the Committee's employment objective would be sustained.",2019,0,577,Dovish,27,195,DOVISH,0
418,"Incoming data suggested that, after a weak start to the year, foreign economic activity accelerated in the second quarter.",2008,2,401,Neutral,19,122,NEUTRAL,2
296,"For instance, monetary policymakers must accurately assess how disasters such as hurricanes, wildfires, and flooding affect labor markets, household and business spending, output, and prices.7 In deciding whether to alter monetary policy or, instead, to ""look through"" such shocks, policymakers need to assess the likely persistence of the effects and how widespread they are.",2020,2,288,Neutral,54,376,NEUTRAL,2
827,"The specific price-stability target of an inflation rate of 2 percent, as measured by the annual change in the price index for personal consumption expenditures, was announced as part of the Statement on Longer-Run Goals and Monetary Policy Strategy following the January 2012 Federal Open Market Committee (FOMC) meeting.",2001,2,804,Neutral,49,322,NEUTRAL,2
390,"In April, prices of core goods and services--that is, consumer prices excluding food and energy--were unchanged for a second month.",2020,2,378,Neutral,20,131,NEUTRAL,2
162,"But some would argue that monetary policy is actually further away from neutral, based on the fact that current inflation is so much higher than the federal funds rate.",1997,1,160,Hawkish,29,168,HAWKISH,1
616,"Nonetheless, the reported rise in employment of temporary workers in recent months could presage a broader increase in job growth and thus was a welcome development.",2021,1,584,Hawkish,26,165,DOVISH,0
996,The staff's forecast for inflation was little changed from the projection prepared for the previous FOMC meeting.,2021,2,939,Neutral,17,113,NEUTRAL,2
267,"Following the GFC, it took more than eight years for employment and inflation to return to similar mandate-consistent levels.",1996,2,262,Neutral,19,125,NEUTRAL,2
720,"Rather, members agreed that inflation was likely to moderate in coming quarters,",2005,1,684,Hawkish,12,80,DOVISH,0
143,"Conditions in the commercial paper (CP) market improved over the intermeeting period, likely reflecting recent measures taken in support of this market, greater demand from institutional investors, and the passing of year-end.",1996,0,140,Dovish,32,226,DOVISH,0
718,"Pursuant to the Committee's instructions in March, the staff had activated its study of the possible employment of mortgage-backed securities guaranteed by the Government National Mortgage Association (Ginnie Maes) in outright System open market operations.",2005,2,682,Neutral,35,257,NEUTRAL,2
842,"The Committee currently expects that, with gradual adjustments in the stance of monetary policy, economic activity will expand at a moderate pace and labor market indicators will strengthen.",2013,0,793,Dovish,28,190,NEUTRAL,2
158,It was the year of synchronized global growth.,2021,2,153,Neutral,8,46,NEUTRAL,2
132,"that is, the Federal Reserve seeks to promote the two coequal objectives of maximum employment and price stability.",2007,2,131,Neutral,18,115,NEUTRAL,2
845,"There are a variety of versions of this basic approach, depending on measures of utilization and inflation rates and depending on whether the adjustment is made in response to past and current movements in utilization and inflation rates or in response to forecasts of these variables.",2004,2,820,Neutral,46,285,NEUTRAL,2
368,"I would like to address two aspects of the issue of underemployment of minorities: first, the implications of ignoring the potential that already exists and, second, the need to encourage young people to seek the types of education and training that will meet the demands of work in the twenty-first century.",2001,0,358,Dovish,51,308,NEUTRAL,2
306,"as a result, headline PCE price inflation was expected to substantially exceed core PCE price inflation in 2008.",2017,2,291,Neutral,18,112,NEUTRAL,2
